t,x,y,z,abs
21118255230,-1578685045,64075000.58,-166431993.2,1588726435
21123223570,-1578021049,71530997.75,-136692002.4,1585544645
21128192100,-1586148977,59971999.38,-75970999.9,1589099371
21133160180,-1576881051,65164998.17,-36910999.57,1578658528
21138128720,-1586184025,58272998.78,4447999.876,1587260309
21143097030,-1592774034,67989997.57,9852999.821,1594254949
21148065370,-1596763015,72734996.68,872000.0042,1598418989
21153033680,-1602985024,77353999.02,-24878999.22,1605043175
21158002060,-1597211957,74777998.03,-50620999.19,1599762567
21162970360,-1589028955,74689000.84,-102691002.2,1594094385
21167938670,-1585551023,72387002.41,-135612994.4,1592985502
21172907210,-1565127969,87038002.91,-132648006.1,1573148647
21177875520,-1558789968,92292003.33,-136907994.7,1567510057
21182843830,-1537696004,80959998.07,-117284998.3,1544286014
21187812140,-1539934993,98387002.94,-88178001.34,1545592166
21192780520,-1524801970,101506002.2,-75923003.26,1530061704
21197748830,-1513888001,85454002.02,-56568000.47,1517352697
21202717140,-1504740000,90961001.81,-49268998.21,1508291684
21207685450,-1502282977,105929002.2,-30057000,1506312889
21212653980,-1494557023,96965000.03,-46817000.96,1498430758
21217622060,-1484122992,116818003.4,-51637001.34,1489608633
21222590600,-1475914955,108130000.5,-56465998.29,1480947488
21227558930,-1462764025,102011002.6,-46934001.15,1467067700
21232527230,-1456673980,112902998.9,-49375001.34,1461876897
21237495540,-1436133027,107210002.8,-32655999.06,1440499382
21242463920,-1417896032,106417998.7,-15929000.45,1421973165
21247432220,-1399466038,103298001,5580999.888,1403284296
21252400530,-1373630047,112193003.3,-8828000.166,1378232458
21257368860,-1340302944,111465998,-1707999.967,1344931064
21262337400,-1337610006,129819005.7,-1812999.952,1343896123
21267305710,-1310495973,121788002.6,-35475000.74,1316620859
21272274010,-1275895000,118652999.4,-52395001.05,1282470982
21277242320,-1274260998,117898002.3,-52600998.43,1280784094
21282210700,-1250641942,119687996.8,-40869001.3,1257020588
21287178990,-1246472001,119455002.2,-59852998.7,1253612511
21292147300,-1222803950,128940999.5,-33372998.24,1230036194
21297115610,-1194161057,121818997,-14081000.35,1200441075
21302084150,-1167716980,129134997.7,10001000.02,1174878212
21307052460,-1155496001,124461002.6,26910999.79,1162491184
21312020770,-1128769040,117473997.2,48618998.38,1135906463
21316989080,-1113765001,120034001.8,51173001.53,1121382770
21321957380,-1084149957,120111003.5,53729999.81,1092105624
21326925750,-1051848054,134578004.5,51493998.62,1061671889
21331894060,-1014459968,120373003.2,49249999.23,1022763046
21336862350,-998265028,115750998.3,32632000.74,1005483072
21341830660,-972091019.2,130343005.1,37546999.75,981509055.3
21346799190,-943117022.5,123488001.5,32868999.99,951734929.4
21351767490,-913788974.3,133493006.2,28183000.16,923918261.4
21356735800,-893732011.3,131574004.9,35471998.16,904061330.6
21361704100,-873417019.8,127351000.9,42771000.42,883688251.9
21366672480,-845668017.9,120729997.8,54871998.73,856002958.5
21371640790,-812924981.1,121329002.1,81358000.64,825946049
21376609100,-794445991.5,126654997.5,83939000.96,808845892.4
21381577400,-761497974.4,136747002.6,76978996.4,777498986.2
21386545930,-730787992.5,120485000.3,82020998,745181299.7
21391514010,-699975013.7,121009998,70338003.34,713831824.9
