t,x,y,K
1.78589,-0.06047124,0.01156892,0.00185453
1.790053,-0.06072042,0.01170494,0.001358781
1.794215,-0.06079484,0.01185876,0.001019591
1.798378,-0.06109599,0.01169167,0.001741261
1.802541,-0.06128369,0.01181167,0.001725688
1.806704,-0.06141636,0.01206186,0.001669215
1.810867,-0.06152896,0.01222526,0.0006930716
1.81503,-0.06171153,0.01196763,0.00116001
1.819193,-0.06191,0.01209907,0.001077207
1.823356,-0.06201425,0.01220758,0.0003391027
1.827519,-0.06206131,0.01225423,0.0001440353
1.831682,-0.06213133,0.01228694,0.0002161891
1.835845,-0.06219871,0.01235944,0.0001087258
1.840008,-0.06223155,0.01235776,0.000715569
1.84417,-0.06229663,0.01205978,0.0008017025
1.848333,-0.06243577,0.01209443,0.0004307497
1.852496,-0.06251867,0.01216158,0.0001823918
1.856659,-0.0625646,0.01218788,0.00004128751
1.860822,-0.06258682,0.01219437,0.000007406398
1.864985,-0.06259647,0.01219111,0.000002132934
1.869148,-0.06260358,0.01219048,0.0000002586719
1.873311,-0.0625987,0.01219666,0.000009471461
1.877474,-0.06258402,0.01216,0.00001622187
1.881637,-0.06256813,0.01216035,0.00003272397
1.8858,-0.06252017,0.01213864,0.00007805865
1.889962,-0.06249122,0.01209037,0.00007637725
1.894125,-0.06243631,0.01207884,0.00008280922
1.898288,-0.06238817,0.01206119,0.0001824847
1.902451,-0.06228144,0.01204288,0.0008301193
1.906614,-0.06221103,0.01235087,0.0007743002
1.910777,-0.06204053,0.01226473,0.0007027466
1.91494,-0.06193274,0.0122098,0.00045828
1.919103,-0.06182177,0.01213905,0.0006764698
1.923266,-0.06166476,0.01206185,0.0009650524
1.927429,-0.06150982,0.01232975,0.0009278988
1.931592,-0.06132617,0.01218113,0.001387305
1.935755,-0.06113658,0.01209985,0.001459484
1.939917,-0.06090325,0.01233379,0.001508887
1.94408,-0.06069016,0.01220126,0.001906488
1.948243,-0.06045866,0.01207606,0.00172955
1.952406,-0.06020949,0.01229361,0.001566681
1.956569,-0.06000008,0.01216151,0.002297489
1.960732,-0.05971401,0.0120239,0.001842433
1.964895,-0.05949592,0.01219365,0.001688049
1.969058,-0.05923252,0.01207508,0.002449454
1.973221,-0.05891357,0.01220649,0.002957246
1.977384,-0.05859594,0.01200874,0.003048233
1.981547,-0.058265,0.0121544,0.002865715
1.985709,-0.05796592,0.01200362,0.003219375
1.989872,-0.05759853,0.01211245,0.003428153
1.994035,-0.05727863,0.0119536,0.003528977
1.998198,-0.05690225,0.01204898,0.00428078
2.002361,-0.05653839,0.01173776,0.003447198
2.006524,-0.05621377,0.01198979,0.004845007
2.010687,-0.05578149,0.01205119,0.004903998
2.01485,-0.05540077,0.01184788,0.005261645
2.019013,-0.05493441,0.01194495,0.00445831
2.023176,-0.05464644,0.01162755,0.00488692
2.027339,-0.05415558,0.01167633,0.00683476
2.031502,-0.05368972,0.01180482,0.007077926
2.035664,-0.05319588,0.01192006,0.006378514
2.039827,-0.05277166,0.01159728,0.005986156
2.04399,-0.05229437,0.01179166,0.007570394
